distance_m,x_m,y_m
1210.1863888888888,-380.63089807785906,11194.94904783847
1221.8752777777777,-369.53010853908137,11284.580013076056
1227.3290252645668,-363.0,11332.0
1242.5677777777778,-339.97974041764826,11481.788252161248
1243.6880725828355,-338.0,11493.0
1249.6748864970968,-327.0,11552.0
1254.5677777777778,-318.4774513913425,11597.01789675747
1266.3683418917415,-293.0,11714.0
1275.9566666666667,-254.36460969626876,11855.750699653858
1286.3369324615908,-209.0,12010.0
1288.2677777777778,-202.08281600959523,12032.657489854433
1319.601111111111,-129.3738958401722,12225.694724127625
1322.3739991150155,-121.0,12245.0
1338.3045376353284,-56.0,12390.0
1354.3696062194463,46.0,12589.0
1358.0011111111112,66.99488462975563,12627.267995888575
1377.467777777778,153.7124769888533,12766.447656048162
1393.3833141803125,220.0,12862.0
1397.067777777778,236.8430792515229,12886.636065244114
1406.5032439433521,297.0,12968.0
1416.8011111111111,423.41538594349555,13117.39237399741
1419.6943634956103,457.0,13156.0
1440.0566666666668,581.8568924518745,13289.92660572007
1459.7284322766134,661.0,13353.0
1474.8627336807967,777.0,13451.0
1476.967777777778,793.849658246351,13464.608548342901
1493.420518624671,924.0,13563.0
1497.2344444444445,954.1723970680534,13584.55637537448
1510.434244718796,1064.0,13659.0
1524.1621360151657,1200.0,13743.0
1573.0983333333334,1716.7442792629279,13996.167099006781
1584.5744382940363,1834.0,14041.0
1604.1983333333333,2025.8087757291112,14103.188994725277
1626.2539782953966,2217.0,14154.0
1632.1094444444443,2261.651559499348,14164.734272609321
1657.7439970579715,2456.0,14205.0
1660.1094444444443,2478.0707209744332,14209.158513560007
1666.507991650438,2543.0,14221.0
1691.7094444444442,2871.521968365548,14272.821591148175
1694.6121142844568,2908.0,14278.0
1709.3205555555553,3074.6852924274945,14299.67974568091
1723.4538888888887,3208.116183018572,14314.253317766555
1731.6902755121484,3276.0,14321.0
1737.6316666666664,3320.562891009682,14325.10689242515
1763.7608188574593,3506.0,14340.0
1766.076111111111,3526.2774582976745,14341.68722265643
1778.0215543857973,3648.0,14352.0
1780.3427777777777,3676.5239287573863,14354.415074573264
1794.5644444444445,3880.703674370912,14371.645485652149
1801.286459791875,3968.0,14379.0
1826.8644444444444,4188.500074159736,14397.380829361702
1835.375179281094,4261.0,14403.0
1853.2622423296662,4438.0,14416.0
1862.642222222222,4523.0248266159615,14421.985895029942
1872.9082544498165,4633.0,14429.0
